COMPANY;GAME;COMMENTARY TITLE;COMMENTARY;RATE;DATE;GENERAL OPINION ABOUT THE COMMENTARY
Bethesda Game Studios;The Elder Scrolls V: Skyrim;Greatest Open World RPG Made;Presentation: An elegant menu system and a huge amount of story content to dig into.Graphics: Stunning environmental detail make exploring Skyrim all the more rewarding. Some character models and animations look unnatural.Sound: An incredible soundtrack and great sound design help make Skyrim feel like a real place.Gameplay: Though the up-close weapon combat is still a little awkward, customizing your character and conquering all Skyrim's challenges is consistently satisfying.Lasting Appeal: A game of staggering size and filled with content, so there's always a reason to return.The game is amazing and you will spend hours upon hours finding every mystery of Skyrim, the guys behind the Elder Scrolls series are the true masters of open world RPGs, so you can't go wrong when you buy one of their games.;10/10;14 November 2011;62 out of 72 found this helpful.
Bethesda Game Studios;The Elder Scrolls V: Skyrim;A must try game, for any person;It's been the better part of a year since they first announced that 'Skyrim', the sequel to The Elder Scrolls 4: Oblivion, was in production. I was pretty darned hyped, because I absolutely loved Oblivion and thought it was a great game, despite some problems it had.But as the release date for Skyrim neared I grew a bit apprehensive... I've played enough games from Bethesda that I knew it was gonna be great, but I started to worry it wouldn't live up to the massive expectations I(and many others, it seems) had for the game. Everything I had seen, from trailers to game play snippets to early reviews from those lucky enough to try the early demos all fueled my expectations, and I know from experience that even if a game turns out to be pretty darned good you can end up somewhat disappointed if it's not the masterpiece you envisioned it would be.Well my friends, three and a half weeks after launch, and some 109+ hours of time spent playing it I can safely say my fears were unfounded. Skyrim is easily one of if not THE best games I've ever played, and I've played hundreds.I will note that it is not without fault.. like pretty much all massive sandbox games from Bethesda it does have some bugs and glitches, but so far in my experience they are few and far between, and nothing that has distracted me much from the immersiveness and incredible scope that the game has to offer. I debated whether to give it a '9' rather than a '10' because of the very minor issues that have arisen, but I finally decided that the problems with the game are so tiny compared to the positives, that I would be nitpicking if I deducted a whole point. But to be fair, if I could score it out of 100 I'd give it a very solid 98.Todd Howard may be a genius, but he has some serious work ahead of him if he plans on eclipsing his own high water mark with this work of art. I for one wish him the best of luck. .) In my 25 years of gaming I've found that it's easy for a well made video game to keep your interest level high enough to be more enjoyable in hour ten than it was in the first hour of playtime, but it's a very rare game indeed that is more fun and more engrossing in hour 100+ than it was in hour 50. Skyrim is that game.;10/10;5 December 2011;37 out of 43 found this helpful.
Bethesda Game Studios;The Elder Scrolls V: Skyrim;Does this game ever end?;And I'm not talking about the quests, but the atmosphere, the feeling it gives, the sheer joy of being there. Skyrim takes what is great from both Morrowind and Oblivion, improving on it tremendously, becoming in itself a huge epic. Nevermind the bugs, the glitches. It is simply breathtaking. I must admit, I am what one would call a hardcore fan of the series, and very pretentious about my fantasies... This is a game in which the hero is a Hero in everything he does. As a player, you will never stop fulfilling prophecies. It is rewarding every step of the way, like no game before it. I have been playing Skyrim since November, finished it in December. Fan or not... I ask you... Why can't I stop (July the following year)? I have my own supposition. Maybe it's because this game never ceases to amaze me. It never ends. Just like the world.;10/10;5 July 2012;26 out of 30 found this helpful.
Bethesda Game Studios;The Elder Scrolls V: Skyrim;the greatest game ever made;This game changed my life. I have probably played through it at least 15 times. I got this for my 8th birthday when it came out expecting nothing from it and here I am in 2019 after platinuming it twice on two different accounts and no game has yet topped it. I recommend this to anyone who is even alive;10/10;19 August 2019;14 out of 15 found this helpful.
Bethesda Game Studios;The Elder Scrolls V: Skyrim;Accessible, huge, addictive, attractive and great value for money in terms of £ per hour!;"I'm not really into all that wizards and dwarfs nonsense" I told a friend when he talked about the new Elder Scrolls game, a series I had no interest in and even less knowledge of. The connection to the Fallout games though meant that I knew the basic gameplay would appeal to me since I like the idea of RPG but not the incredibly detailed stats packages that most come with – selecting equipment, taking notes and digging in menus I'm fine with, but too much detail I'm not. As a result I picked this game up, still not totally sure that I would like the loss of guns and dark comedy that I got with Fallout 3 and NV.Very quickly I was into the game because I love getting caught up in the exploration, getting quests, finding stuff, building up my character and so on, all to the point where I really didn't progress the story very much until I had already played about 100 hours. The amount of quests is ridiculous and most of them do actually give you something to do other than just travel somewhere and come back. There are quests like that (the Thieves Guild "job" quests get tedious before you complete them) but they are the minority. The actual story is probably too short (ironic complaint for a game that I put down after filling the last few months and eating well over 100 hours). I left it at the end of Act 1 and when I returned to it I was surprised by how quickly I moved through the remainder of it to the end. I was also a little bit disappointed that the story did seem to stand alone and that it was easy to lose the plot if I spend ages doing lots of side-quests which rarely seemed to connection. Fallout NV got the mix better in terms of the storyline as so many side quests supported the story. It still engaged me because the vast majority of the quests were really enjoyable and provided lots to do and experience, just that they did fragment the story a little for me.In terms of the gameplay, it is accessible to the majority, which means lots of fringe players will be upset. So, for example, I would have liked the dungeon puzzles to have been harder, but I know they were still OK so as to be fun for me but not frustratingly hateful for those that don't like puzzles! The levelling up system makes a lot of sense to be – if you keep doing something, you'll get better at it – works really well as an idea and in practice. I know it upsets "proper" RPG players who prefer limits on who you can be and lots more stats, but I felt it worked – I didn't pick who I was at the start, my character grew based on how I played – so my magic stayed weak because I never used it, unlike other games where you just assign points to a skill to make it better. The gameplay is varied but well balanced – so yes there is trading and making potions, but there is exploring, battles, talking to others, puzzle-solving etc – nobody seeking just one thing to be perfect will be happy, but again this is why the game is accessible and enjoyable to more players.Graphically the game is beautiful. The load screens when entering a new area are fine until you're doing lots of rapid travelling, but in the open world of Skyrim you can walk for hours and hours and hours without ever seeing a loadscreen. The world ranges from snowy mountains to open green pastures and it all looks great. I did miss the humour of Fallout with this and the rather worthy talk of gods and kings didn't always win me over, but it still worked. The voice work is good and I accepted things like "all guards have the same voice" because such compromises makes room for more detail in other more important ways.Overall Skyrim has good variation in gameplay and is engaging. The world is full of quests and experiences, with so much to do and explore that you will be playing this for days, not hours. Perhaps not for everyone and perhaps not as perfect as the hype suggests, but this is still a very good and very engaging and once you get into it, you'll be playing it for a good long time.;Not Informed;23 January 2012;23 out of 27 found this helpful.
Bethesda Game Studios;The Elder Scrolls V: Skyrim;This is My favourite game ever and i LOVE the elder scrolls series;Skyrim has got to be the best game ever it has everything you could ever want in an Rpg it has OUTSTANDING! Graphics and is practically limitless and endless from fighting dragons to bar brawls this game has everything with a incredible amount of customisation you can do anything and go anywhere in its massive area comparing this to call of duty would be like Pluto to the sun with skyrim obviously being the sun skyrim is the masterpiece of the a new generation of games and will stay at the top for a very long time The great and famous game developers at Bethesda have delivered a masterpiece and I'm certain they will do it again and again I'm very pleased with this amazing game i take my hat off to you Bethesda you have done it once again.;10/10;6 January 2012;26 out of 33 found this helpful.
Bethesda Game Studios;The Elder Scrolls V: Skyrim;The best game of the 21st century?;This game, really is one of the best games you'll ever play, a massive open end world, hundreds of quests, complete character customization, amazing story lines, you'll have trouble putting your pad down, I genuinely get excited every time I play this game, because of how massive the world is, every play through brings new adventures, new characters, new places, new stories and new rewards, you could play this game for months and find new things you previously never knew about, the graphics are out standing, immense game play, challenging boss fights, amusing dialogue, and a beautiful soundtrack really makes Skyrim stand out from all the rest, all I can really say is, if you're and RPG fan, and a fan of sandbox games, and want a game that's actually worth the price tag stuck to it, buy this you will not be disappointed! If i had to summarize it in a few words I would simply say, you need this game in your life!;9/10;13 January 2012;28 out of 37 found this helpful.
Bethesda Game Studios;The Elder Scrolls V: Skyrim;Favorite game I've played. Ever.;I mean, how did they do this? I'm playing though for the 6th time now and with all of the mods there are it's interesting every time. I own about 300 video games and the only one I MIGHT like more is San Andreas. Only complaint I have is that because there are so many character combinations, your character doesn't have a voice. If you are looking for hours of fun-I've probably put 2000+ in-look no further.;10/10;27 March 2019;5 out of 5 found this helpful.
Bethesda Game Studios;The Elder Scrolls V: Skyrim;Endless stories to be told;While there is a main quest, Skyrim is unique in the fashion that you create your character and choose how they live their life. You create your own narrative, backstory, morals, and skills. Once you play through the game once you can play through many times and yet, you will never have the same story told twice unless you choose it to be. Want to play as a ex convict that found their way in life, fell in love, started a family and got a job fighting dragons? Or would you rather play as a mercenary just in it for the money and loot? Or maybe somewhere in between? Skyrim is a breakthrough in gaming. While there are glitches, they add to the the enjoyment of the game and will make you laugh. If you have it on PC I recommend getting some of the goofy mods to have more fun. This game is a must play.;10/10;4 July 2020;7 out of 8 found this helpful.
Bethesda Game Studios;The Elder Scrolls V: Skyrim;Yes its good, but mostly quantity over quality.;Huge amounts of content and freedom, but more quantity than quality at times. Other than the main quest, most things feel a bit bland, repetitive and uninspired.Most places feel a bit lifeless, like the taverns, which are nearly empty and where next to nothing happens. Compare that to the taverns in, say, The Witcher games, which are bustling with activity. The terrible interface is built around the limits of consoles and their controllers. Level design is linear & restricted due to console hardware limitations. There is after all only so much you can get out of the Xbox 360's 500mb of system RAM! Most characters are still so 2-dimensional and a lot of voice acting is not convincing. There is also the usual lack of voice actors (kill a villain, then talk to quest giver who has same voice and tone).If you liked Oblivion, or just about any other Bethesda open world game, you will like this too, but in many ways this game is not a big step up from Oblivion. That is, the devs are resting on their laurels. I hope 2015's The Witcher 3 will be better than Skyrim, as that might kick Bethesda into trying harder to innovate and make the next game even better.The mod scene is very vibrant and there is a mod to improve on just about every weak aspect of the base game, but sadly, there are no huge seamless total-overhaul mod compilations, and getting lots of small mods to work together seamlessly is time consuming, and can be a total pain.Don't get me wrong, this is a decent game, and you could easily sink 100s of hours into it even if you don't like it that much, but it is certainly not worthy of most of the hype. While I would recommend buying this in a sale, it is still arguably worth the full price.;6/10;16 September 2015;8 out of 18 found this helpful.
Bethesda Game Studios;The Elder Scrolls V: Skyrim;*EDITED* The latest Creation Club patch has killed Skyrim for good (consoles);Vanilla Skyrim was decent. It was always a beautiful world, with fantastic music, and very interesting lore and story-- even if told through an immersion-breakingly small amount of voice actors.But then there was bad level-up world scaling, where you level too quickly and attain gear upgrades before you even get a chance to enjoy the last bit of gear you earnt. EG, if you purchase/craft a full set of iron/hide and then go and do Bleak Falls Barrow, the first major quest, you will come back either wearing an entirely new set of gear, or it'll be available for purchase when you get back to town.Clunky difficulty modes, where novice = Godmode, Legendary = Enemies will 1 shot you via execution cam, and you will take unrealistic/boring amounts of time to kill them.Woefully balanced skill trees. Become a God with broken alchemy/enchanting, enjoy a reasonably balanced playstyle as a warrior, 1 shot everything as a stealth archer, or cast 30 fireballs at every opponent as a mage.And most importantly, there were SO many glitches. Some just comical, some game-breaking, locking you out of entire quest chains and stories.All of these factors made Skyrim an extremely enjoyable experience for a good chunk of time, but it becomes very obviously mediocre if you dedicated a lot of time to it.But mods fixed these issues. The modding community turned a game that was a solid 7, patched all of its weak parts, and strengthed the parts that were already good. A well-modded Skyrim could very easily be called a 10/10 game.The latest patch, by Bethesda, which has put a lot of mods behind a paywall on Console, has completely broken the game. A good 2/3rds of the mods I was using in my games no longer work, and nearly all of them won't be updated because they are several years old. I have saved files which have a few hundred hours of playtime, completely corrupted and unplayable. All because of Bethesda's greed.PC gamers can at least avoid this issue by reverting to an older patch of the game, but console users are just screwed. What was once a beloved game is now unplayable.Bethesda, you should be utterly ashamed of yourselves. I will never purchase another Bethesda game, even if they fix this mess.;1/10;19 December 2019;10 out of 18 found this helpful.
Bethesda Game Studios;The Elder Scrolls V: Skyrim;Years of playing this game, watching others, it NEVER gets old!;I originally started skyrim when it came out 7-8 years ago. Since then, I've bought it 5 different times, from switching consoles, played through it differently each time. Whether it was a nord,or any of the other races and 2 handed, 1 handed 1 magic, mage, all of it. It is still my favorite game I've ever played. Im 30. Grew up with nes,snes,sega, e.t.c. I plan on getting the imperial dragon as a tattoo because of how much this game means to me. I know it sounds silly, but this game has saved my life. Ive been through alot. I found my brother after he committed suicide, have lost alot of friends from suicide and overdose, seen family go in and out of hospitals. This game has always been an escape of mine. ALOT of my friends play it as well, so its not only therapeutic to play, but to watch. I've watched game play on YouTube to see others play as well. Needless to say, one of the best games ever made. Completely immersive. You are doing yourself a dishonor by not playing this. If you're a fan of open world rpg's, PLAY THIS GAME!!!!!;10/10;27 April 2020;9 out of 11 found this helpful.
Bethesda Game Studios;The Elder Scrolls V: Skyrim;My favorite game ever;I swear I most have replayed the story on this game at least 20 times. This game is a true masterpiece, from the story to open world this game is definitely one of the best games ever made. One of the main things I love about this game is that there is so much to explore, it's a huge open world game with so many things to find and so many collectables to collect. Bethesda really knew what they were doing when they were making this game, the graphics and scenery in this game are brilliant especially in the remastered version. The DLC were also good, one of them being a new location were the player can explore and do more missions. I would highly recommend people to try this game out, it's just a true masterpiece and one of the GOATS.;10/10;22 August 2021;4 out of 4 found this helpful.
Bethesda Game Studios;The Elder Scrolls V: Skyrim;An epic fantasy within an epic game!;Normally I do a Good, Bad and Verdict on my written reviews but in the case of this game, aside from a few minor bugs and nitpicks, I can't think of any complaints about this game. This is pretty much my perfect game!There are so many stories in this game, all of them really work well and in no way conflict with one-another, and with a game this big with so many stories within it, that must have been really tough. The main quest is very intriguing and builds to an awesome finish. Even the side quests and the downloadable content is very good, my personal favourite of these being the Dawnguard questline, though that is largely due to the new characters but will mention that in a bit.The world is absolutely beautiful, from the snowy environments and forests to the dungeons and caves. The detail in the world is immense and you could tell the team behind the game put everything they had into it, creating a unique land and filling it with unique characters and creatures. The Dawnguard expansion had some of the best environments not just in this game but in any game. The Forgotten Vale is unbelievably beautiful and it's extenuated by the musical score. I've heard that Jeremy Soule is the John Williams of video games and before this game I didn't think much of him. But in this game I'm completely sold on him and it feels like the timing and mixing is spot on. When you see something beautiful or threatening you get the perfect musical accompaniment for it. Obviously the main theme is epic, one of my favourite pieces of music of all time. As for the characters, despite having a lot of the same voices, they make up for in creating distinct personalities, including Lydia, the character everyone remembers. Though there are very unique characters with big name voice artists, like Christopher Plummer as Arngier, Joan Allen as Delphine and my favourite character Serana played by Laura Bailey. She has one of the best (if not THE best) back stories in the entire game, she has a great conflict and I love her interactions and reactions in the world. The enemies are awesome too, I love Alduin as the main villain, I love the Daedric Princes (Sheogorath and Clavicus Vile are my favs), I love Miraak and the other dragon priests, and even the dragons you fight can provide a major challenge.As for the character you control, he's anything you want him or her to be. You can just ignore the main questline and do your own thing. You don't even have to kill things, you can just go around and help people out and build your own house (with Hearthfire). Or you can even go around and literally do everything in the game and that's what a great sandbox game should do in my opinion. I love the enormous variety of weapons and armours and general clothing you can get in the game, my favourite combo being Ebony Mail, ebony gauntlets and boots, Zahkriisos the dragon priest mask, Nordic arrows and either the Ebony Bow or Ebony Blade. Kickass dark assassin look!I only have two issues with the game. One is the bugs and there are quite a few of them but with such a huge game there's bound to be a few. The other is the dragon riding mechanics they introduced in Dragonborn. It doesn't give you the freedom I wanted, and it's something that another one of my favourite games, Drakan the Ancient's Gates, trumps Skyrim. I desperately wanted something like that in the game but for what I got I liked it fine, especially seeing the world from that height.My verdict: It's my all time favourite game, I can't praise this game enough. I love it so much I'm actually gonna buy the Legendary Edition on PC so I can have everything for the game plus the Creation Kit so I can put my personal mark on the game. I haven't stopped playing it since I got it and I ain't slowing down now!;10/10;7 June 2013;10 out of 13 found this helpful.
Bethesda Game Studios;The Elder Scrolls V: Skyrim;Best Open World RPG I have played.;Well-written story for both Main and Side-Quests. Amazing sound track that turn this game to an unforgettable epic. Easy UI, relatively simple Awesomely active community with a lot of mods and extra content you could use. The game is a must-play.;10/10;2 March 2019;3 out of 3 found this helpful.
Bethesda Game Studios;The Elder Scrolls V: Skyrim;Best Fantasy Game In Video Game History.;I wasn't really into magical, mystic, fantasy that much. I been wanting to try Skyrim ever since it became a meme and now 7 or 8 years later, I finally got my hands on it. I heard from people it's the best video game in history, it's overrated, too many bugs, it makes the game more fun. I decided to get into it for myself.While playing the game, I was very addicted to it and it would be the only game I played on the Xbox One from December to April. I finally beaten the story in July or August and decided to keep it for awhile and I stop. This game made me fall in love with the fantasy genre and it got me into watching The Lord of the Rings trilogy. The story was pretty simple, the music was heavy and inspiring, the combat felt strong and hard, and the journey takes the spotlights in this game.I was very glad that I actually played this game and want to try other Elder Scrolls games, mostly Oblivion. With The Elder Scrolls VI coming soon ( and hopefully make a new engine), I'm onboard with The Elder Scrolls series and its fans.;10/10;21 September 2019;5 out of 6 found this helpful.
Bethesda Game Studios;The Elder Scrolls V: Skyrim;One of the best games I've ever played, again.;I have just come back play this again, after 10 years. I'm hooked again. Looks like I'm losing another few months of my life again. Totally worth it.;10/10;28 June 2021;4 out of 5 found this helpful.
Bethesda Game Studios;Fallout 4;Great, But Not Perfect;This game is fantastic, make no mistake. Music, graphics, world, characters (with some exceptions), story, choice and exploration are all huge improvements from 'Fallout 3', and if you're at all interested in Bethesda Game Studios' latest offering then I highly recommend you check it out.However, some flaws hold it back from surpassing the heights seen in previous games. The removal of karma and skill points greatly reduces the customisability of your character's stats, and the lack of a level cap means the need to replay the game is severely restricted, as a patient player could unlock every perk in one playthrough. The new dialogue system is a joke, and coupled with the voiced protagonist results in less choice or role-playing capability seen in other Fallout titles. It's painfully clear that 'Fallout 4' fell victim to the streamlining Bethesda implemented into 'TESV: Skyrim', which doesn't take away from the sheer fun factor but is disappointing to some RPG fans such as myself.Had Bethesda not begun development so soon after 'Fallout 3', vital lessons could have been learned from Obsidian Entertainment's 'Fallout: New Vegas', which features greater mechanical depth than either of Bethesda's Fallout releases and made huge improvements on the formula created in 'Fallout 3' that seem lacking in 'Fallout 4' or were left out entirely. For example, the factions system in New Vegas resulted in diverse endings and game worlds where in 4 there is little impact had on the world. The developments made in New Vegas' conversation system are curiously absent, making dialogue much less diverse in terms of impacts and outcome (likely due to the inherent restrictions of a voiced protagonist).In conclusion, this game is ****ing great, I can't stress that enough, but is held back (in my opinion) by simplified mechanics and a story and player character that restricts player choice and customization. But for sheer fun and value, this game is worth your time.;8/10;21 November 2015;32 out of 39 found this helpful.
Bethesda Game Studios;Fallout 4;It took me 3 years to actually play this, and I regret that I didn't do I sooner.;Fallout 4 is probably one of the best games I've played. While it may have let down some, I think that it's great. The combat system isn't awful like some of the previous fallout games, the world is great and full of substance, items are great and NPCs are great (some are better than others). One thing that isn't as good a previous fallout games is dialogue. It's pretty 2 dimensional. There are situations where there's really only one direction to go in, even though there are 4 options. I would have liked there to be a way out of a conflict through dialogue instead of having to confront it. Overall great game.;9/10;24 December 2018;15 out of 18 found this helpful.
Bethesda Game Studios;Fallout 4;Sharp around the edges but ultimately a great game;Greetings from Lithuania.To think that i have invested around 100 hours of my life time into "Fallout 4" (2015), done the main story, made A LOT of side quests and the there is still A LOT to explore encourages me to safely say - "Fallout 4" is a great game.I had big expectations for "Fallout 4" because 3rd game was probably one of my all time favorites. And although 4th part did not improve on graphics - for this date and age, the game looks OK / good but nothing more, it did improve on almost everything else. I loved the story of "Fallout 4" - it was better then 3rd games. There is also a good twist in a main story which kinda makes you later guessing your actions. The open world to explore is amazing in this game. Literally when you walk to make one quest, you come back with 3 or 4 more to do. Later some of them were more like "fetch" quests, but there are plenty of interesting one. I loved weapon / armor crafting, house building stuff was OK but nothing more. There are tons upon a tons of places to discover, things to find or to kill. I played this game on hard more from the beginning and by the end i was like a bad ass / Rambo type character - the game is pretty easy even on hard mode. Overall, while "Fallout 4" isn't as brilliantly fresh as "Fallout 3" was, still this is an excellent game. Hope in a future they do make another one but this time with new game engine.;10/10;14 September 2017;16 out of 20 found this helpful.
Bethesda Game Studios;Fallout 4;A vast world full of substance;From the moment the menu screen emerges and the familiar theme of fallout delicately plays in the background, there was no doubt in my mind I was in for a wild ride. Bethesda did not disappoint. The one thing that is most impressive about the game is its sheer ability to retain substance while simultaneously introducing a new atmosphere, full of varying and vast expanses that each hold their own character. The game continues to surprise me at each and every turn as almost every person I begin a conversation with has a deep back story, unique quest, or an occasional homage to the previous games in the fallout series. Bethesda has managed not only to maintain the high level of engrossment that the previous fallout games provided, but has built on their accomplishments. By including new features such as customising not just your own settlements but also your own weapons, and breathing new life into other factors such as the VATS and perk systems, the game has reached a level above and beyond any game I have played before. With the added factor of a mesmerisingly beautiful soundtrack that your character can change depending on their situation and stepping up a level with next generation graphics that make each area you visit a truly unique experience, the game deserves no less than a 10/10. Yes there are some bugs here and there but with a game as large and dense as this, they really don't take away from the experience whatsoever (and can sometimes be hilarious). Fans of the genre and the series should not hesitate to get this game, just be prepared for it to take up a large chunk of your life!;10/10;15 November 2015;28 out of 41 found this helpful.
Bethesda Game Studios;Fallout 4;Fallout forever! 💙;Fallout 4 is a wonderfulgame. First in 2015 still without the DLCs and bugged. I joined until 2018 and fortunately didn't have to go through this ordeal and got on straight away with the much-patched goty edition. It's now a mature game with incredible potential and various design options (e.g. Also but not necessarily first-person shooters or with a focus on SimCity/Sims/Settlement Development). It's running flawlessly for me now. But you always have to be careful, especially with mods and other changes. The strength of the game isn't the narrow or detailed story, but an open world worthy of the name! Almost everything is possible. You can follow the story, but you don't have to. The decisions are very important when you have to decide for/against one of the four factions (Institute, Brotherhood, Railroad, Minutemen). This should be carefully considered or delayed. It is its own (open) world in which there is always something new to discover. Due to the large number of mods and extensions, the game never gets boring and can be expanded or changed endlessly according to your own ideas. Because it uses the DX11 graphics interface, you have to pay attention to certain restrictions when modding in order not to "break" the game. I can fully recommend it and you can easily "sink" a lot of time.;10/10;7 May 2022;4 out of 4 found this helpful.
Bethesda Game Studios;Fallout 4;10 out of 10, and here's why;I, personally, love Bethesda games. I love Fallout, Elderscrolls, Doom, and Dishonered. My favorite game ever for awhile was the Elderscrolls: Oblivion. All of Bethesda's titles are jam packed with content that will keep you busy for hours. After seeing Todd Howard announce the next game, Fallout 4, I was pretty excited. I had loved Fallout 3. And after it came out, i avoided learning and spoiling anything about it. I finally bought it and put it in and was greeted with cool and funny cartoon shorts as my game downloaded. After it was done downloading, i was thrown right in. And let me say, I was not disappointed. I was thrown into a pre-war intro where you could build your own character and witness, in game, the world go to hell. I'm not going to spoil anything, but the story is great!Game play is great! There's improved gun play, new slow motion VATS, power armor customization, weapons customization, armor customization, Legendary enemies, great companion and romance systems, and a new great perk system.The game is set in Boston and is almost twice the size of Skyrim. The Main and side quests are all compelling and exciting. You are never at a lack of things to do. The setting is comfortable and brightly colored and there are many different areas with different kinds of enemies.Its a great game and I highly recommend it.;10/10;11 June 2016;10 out of 14 found this helpful.
Bethesda Game Studios;Fallout 4;An Awesome if not Disappointing Game;Fallout 4 is the latest entry in the post-apocalyptic, role-playing franchise, Fallout. The trailer for this game generated loads of hype, and I, for one, was anticipating its release. This game was the first I purchased for the Xbox One and has managed to suck me in for tons of hours. While it is certainly not the strongest Bethesda game I have ever played, as that honor belongs to the Elder Scrolls 5: Skyrim, it is still a very good installment to the Fallout franchise. There are several noticeable changes that have been implemented to the game- some good and some bad. Several positive aspects of the game are the improved character creator, weapons and armor customization, an abundance of companions, lots of content and quests, and finally, power armor, which has been altered to support a tank-based, combat role. However, the changes to dialogue and a lack of varying endings neuter an otherwise solid RPG.;8/10;2 August 2016;6 out of 8 found this helpful.
Bethesda Game Studios;Fallout 4;Initially Loved It. But the More I Think About It, I Like it Less.;Fallout 4's gunplay and (some of the) gameplay are the best of the series. Hands down.However... pretty much everything else? Let's talk about it.The story is nothing to write home about. It takes a gigantic step back from F:NV in regards to that. There's literally two endings and that's it, whereas compared to F:NV there are several. choices actually matter in F:NV. And the actual "threat" in Fallout 4 isn't really that interesting nor intimidating.The companions are fine. base building isn't necessary and is incredibly tacky, so I'd honestly not do it at all because it makes no difference. Mr. Preston Garvey (one of the first guys you interact with) is annoying as hell, hence why he's a meme.The voice acted protagonist wasn't asked for. wasn't needed (clearly trying to be games like Mass Effect. the difference being a voice acted protagonist was there from the beginning...)The crafting system is fine and somewhat welcomed, although you can go without it. I did pretty much for my first playthrough.Overall, it's a fun game purely from a gameplay standpoint, but is overshadowed by many things that make it a bad Fallout game. It's a good game, but as a Fallout game? No.;6/10;17 April 2021;7 out of 9 found this helpful.
Bethesda Game Studios;Fallout 4;Loses some of the series' RPG qualities but improves in other areas;I think we may have been holding 'Fallout 4' up to a rather harsh set of expectations. 'Fallout 3' was one of the best games of the decade, and 'New Vegas' was another excellent title. Unless Bethesda pulled off the best game of the year, there'd be a lot of criticism.The introduction was great, and I'd place it leagues above the first scenes of 'Fallout: New Vegas'. Bethesda successfully place this game firmly within the context of a nuclear apocalypse, taking us closer to the initial devastation than ever before. It's also in the earliest moments of the game that you realise that your character can talk! Bethesda's long-awaited decision to give player characters a voice worked rather well, and I hope they expand on it in the future.Whilst I have praise for certain character-related modifications made in this game, there are also some problems. It's very hard to play an evil character in 'Fallout 4'. As many people have pointed out, your choices tend to range from 'very kind' to 'reluctantly kind'. That didn't really inconvenience me as I tend to play do-gooders on my first playthrough, but I do find it disappointing that the range of moral choice available to players in the earlier games has been significantly reduced.Bizarrely, as player choice is restricted where decision-making is concerned, it is expanded tremendously in another area: the workshop. For the first time, we are given the ability to expand a fairly vast number of settlements, giving you the choie to install security, add stores, build homes and - most importantly - attract settlers to populate them. One of the key factions, the Minutemen, also tie in with the settlements feature, as you'll often be called upon to defend them from a variety of Wasteland threats.I quite liked the Minutemen and their quests, but I wasn't so keen on the Institute. They just don't look as authentic as the other factions we've met. A certain degree of sci-fi can be very fitting in an apocalyptic RPG, and I think the contrast of '50s culture and futuristic technology really gave the earlier 'Fallout' games their charm. Around half-way through this latest game, though, I felt that they went a little too far. Given the importance of the Institute, this detracted somewhat from my ability to enjoy the story, but I still acknowledge that it had some very good moments.Do I think it's as good as 'Fallout 3'? No. Do I think it's a good game? Yes. I've logged well over 100 hours on it, so something must have worked!;8/10;22 February 2017;6 out of 8 found this helpful.
Bethesda Game Studios;Fallout 4;It grew on me;Fallout 4 proved a bit divisive and 1 (the best), 3 and New Vegas are the superior entries but i still put 70 hours into the game and even went for all 3 fraction endings. The crafting system needs a do-over as the necessary items were given an inventory weight and the same applies to a lesser degree for the new conversation system yet i view both as a good addition to the Bethesda stable. The changed skill and armor system though need to revert back and the writer messed up the ultra-bland side quests big time while delivering the best Bethesda campaign and combat yet so i view the games as Fallout 3,5. It even fells like remake of F3 at times so i suggest fellow series veterans who liked that entry to keep at it if the game initially turns you off. It certainly grew on me as the main narrative went on. The developers lastly need to move on to a new engine! The bugs were reduced to a manageable level after the release and the landscapes are downright picturesque at time but the character models and animation are from another decade altogether. 8,5/10;7/10;18 March 2016;4 out of 7 found this helpful.
Bethesda Game Studios;Fallout 4;Underwhelming in relation to Fallout 3 and New Vegas;Just finished the first play through of Fallout 4.... Underwhelmed, it's more a smaller Fallout 3 map with more people/mutants running around everywhere..... Fallout 3 was a bigger map and it was a "wasteland" with large uninhabited areas. The side quests are mainly "go here and kill things". After a few of the side quests you basically end up repeating them over and over again. The encampment building is pointless eventually and just becomes annoying. That's not to say its a bad game, its not its good and I enjoyed it. Just not as wondrous as Fallout 3 or enjoyable as Fallout: New Vegas. Kinda seems like step sideways for Bethesda after the brilliance of Skyrim... Lets hope the promised expansion packs make up for the currently uninspired and occasionally repetitive game play.;5/10;8 January 2016;13 out of 23 found this helpful.
Bethesda Game Studios;Fallout 4;The best rpg game of bethesda;Really good game mechanics, great storyline, good graphics, and every aspect of the game are really nailed it. I think it's the most rpg game of bethesda games company.;10/10;9 July 2020;8 out of 12 found this helpful.
